MovieName,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,GrossCollection,Certification,votes
Premium Rush, Joseph Gordon-Levitt, Michael Shannon, Dania Ramirez, Sean Kennedy,Action, Crime, Thriller,20.28,PG-13 ,"1,16,431"
Hostage, Bruce Willis, Kevin Pollak, Serena Scott Thomas, Jimmy Bennett,Action, Crime, Drama,34.64,R ,"1,12,278"
Ladder 49, Joaquin Phoenix, John Travolta, Jacinda Barrett, Robert Patrick,Action, Drama, Thriller,74.54,PG-13 ,"58,685"
The Grandmaster, Tony Leung Chiu-wai, Ziyi Zhang, Jin Zhang, Chang Chen,Action, Biography, Drama,6.59,PG-13 ,"35,611"
Space Sweepers, Song Joong-ki, Kim Tae-ri, Jin Seon-kyu, Hae-Jin Yoo,Action, Adventure, Drama,Nan,TV-MA ,"27,249"
Flyboys, James Franco, Jean Reno, Jennifer Decker, Scott Hazell,Action, Drama, History,13.08,PG-13 ,"43,623"
War, Hrithik Roshan, Tiger Shroff, Vaani Kapoor, Ashutosh Rana,Action, Adventure, Thriller,Nan,Not Rated ,"29,704"
Taxi 2, Samy Naceri, Frédéric Diefenthal, Emma Wiklund, Marion Cotillard,Action, Comedy, Crime,0.73,Not Rated ,"57,505"
Dhoom 2, Hrithik Roshan, Abhishek Bachchan, Aishwarya Rai Bachchan, Uday Chopra,Action, Crime, Thriller,2.64,Not Rated ,"28,370"
District 13: Ultimatum, Cyril Raffaelli, David Belle, Philippe Torreton, Daniel Duval,Action, Crime, Thriller,0.04,R ,"45,533"
Conquest 1453, Devrim Evin, Ibrahim Celikkol, Dilek Serbest, Cengiz Coskun,Action, Drama, History,0.07,Not Rated ,"58,638"
Batman v Superman: Dawn of Justice, Ben Affleck, Henry Cavill, Amy Adams, Jesse Eisenberg,Action, Adventure, Sci-Fi,330.36,PG-13 ,"7,14,409"
The Day After Tomorrow, Dennis Quaid, Jake Gyllenhaal, Emmy Rossum, Dash Mihok,Action, Adventure, Sci-Fi,186.74,PG-13 ,"4,61,342"
Greenland, Gerard Butler, Morena Baccarin, Roger Dale Floyd, Scott Glenn,Action, Thriller,Nan,Nan,PG-13 ,"1,24,664"
Valerian and the City of a Thousand Planets, Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna,Action, Adventure, Fantasy,41.19,PG-13 ,"1,89,521"
Angel Has Fallen, Gerard Butler, Frederick Schmidt, Danny Huston, Rocci Boy Williams,Action, Thriller,Nan,69.03,R ,"1,03,800"
Army of Thieves, Matthias Schweighöfer, Nathalie Emmanuel, Ruby O. Fee, Stuart Martin,Action, Comedy, Crime,Nan,TV-MA ,"82,849"
Escape Room, Taylor Russell, Logan Miller, Jay Ellis, Tyler Labine,Action, Adventure, Horror,57.01,PG-13 ,"1,32,366"
Tomorrowland, George Clooney, Britt Robertson, Hugh Laurie, Raffey Cassidy,Action, Adventure, Family,93.44,PG ,"1,86,769"
Lucy, Scarlett Johansson, Morgan Freeman, Choi Min-sik, Amr Waked,Action, Sci-Fi, Thriller,126.66,R ,"5,13,778"
The Expendables, Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren,Action, Adventure, Thriller,103.07,R ,"3,54,231"
The Mummy Returns, Brendan Fraser, Rachel Weisz, John Hannah, Arnold Vosloo,Action, Adventure, Fantasy,202.02,PG-13 ,"3,35,977"
Godzilla, Aaron Taylor-Johnson, Elizabeth Olsen, Bryan Cranston, Ken Watanabe,Action, Adventure, Sci-Fi,200.68,PG-13 ,"4,24,199"
The Punisher, Thomas Jane, John Travolta, Samantha Mathis, Laura Harring,Action, Crime, Drama,33.81,R ,"1,65,189"
Need for Speed, Aaron Paul, Dominic Cooper, Imogen Poots, Kid Cudi,Action, Adventure, Crime,43.58,PG-13 ,"1,74,665"
Savages, Aaron Taylor-Johnson, Taylor Kitsch, Blake Lively, Benicio Del Toro,Action, Crime, Drama,47.38,R ,"1,32,490"
Alien³, Sigourney Weaver, Charles S. Dutton, Charles Dance, Paul McGann,Action, Horror, Sci-Fi,55.47,R ,"3,08,592"
The World Is Not Enough, Pierce Brosnan, Sophie Marceau, Robert Carlyle, Denise Richards,Action, Adventure, Thriller,126.94,PG-13 ,"2,05,257"
Pain & Gain, Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub,Action, Comedy, Crime,49.88,R ,"2,23,242"
Salt, Angelina Jolie, Liev Schreiber, Chiwetel Ejiofor, Daniel Olbrychski,Action, Thriller,Nan,118.31,PG-13 ,"3,22,391"
The Sum of All Fears, Ben Affleck, Morgan Freeman, Ian Mongrain, Russell Bobbitt,Action, Drama, Thriller,118.91,PG-13 ,"1,20,793"
Riddick, Vin Diesel, Karl Urban, Katee Sackhoff, Jordi Mollà,Action, Adventure, Sci-Fi,42.03,R ,"1,73,301"
The Three Musketeers, Charlie Sheen, Kiefer Sutherland, Chris O'Donnell, Oliver Platt,Action, Adventure, Romance,53.9,PG ,"57,129"
Rat Race, Breckin Meyer, Amy Smart, Whoopi Goldberg, Vince Vieluf,Action, Adventure, Comedy,56.62,PG-13 ,"1,19,705"
Predators, Adrien Brody, Laurence Fishburne, Topher Grace, Alice Braga,Action, Adventure, Fantasy,52,R ,"2,37,598"
Hancock, Will Smith, Charlize Theron, Jason Bateman, Jae Head,Action, Comedy, Drama,227.95,PG-13 ,"4,96,505"
The Angry Birds Movie 2, Jason Sudeikis, Josh Gad, Leslie Jones, Bill Hader,Animation, Action, Adventure,41.66,PG ,"32,427"
Monsters vs, Reese Witherspoon, Rainn Wilson, Stephen Colbert, Seth Rogen,Animation, Action, Adventure,198.35,PG ,"1,69,689"
DragonHeart, Dennis Quaid, Sean Connery, Dina Meyer, Pete Postlethwaite,Action, Adventure, Fantasy,51.37,PG-13 ,"99,778"
The Vault, Freddie Highmore, Astrid Bergès-Frisbey, Sam Riley, Liam Cunningham,Action, Adventure, Thriller,Nan,R ,"28,339"
Kickboxer, Jean-Claude Van Damme, Dennis Alexio, Dennis Chan, Michel Qissi,Action, Sport, Thriller,14.7,R ,"58,227"
Now You See Me 2, Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Dave Franco,Action, Adventure, Comedy,65.08,PG-13 ,"3,04,711"
Death Race, Jason Statham, Joan Allen, Tyrese Gibson, Ian McShane,Action, Sci-Fi, Thriller,36.32,R ,"2,14,142"
Blood Father, Mel Gibson, Erin Moriarty, Diego Luna, Michael Parks,Action, Crime, Drama,Nan,R ,"66,161"
The Lone Ranger, Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson,Action, Adventure, Western,89.3,PG-13 ,"2,39,684"
Revenge, Matilda Anna Ingrid Lutz, Kevin Janssens, Vincent Colombe, Guillaume Bouchède,Action, Drama, Horror,0.1,R ,"45,931"
Shaft, Samuel L. Jackson, Jessie T. Usher, Richard Roundtree, Regina Hall,Action, Comedy, Crime,21.36,R ,"56,279"
Just Cause, Sean Connery, Laurence Fishburne, Kate Capshaw, Blair Underwood,Action, Crime, Drama,36.85,R ,"28,429"
The Purge: Anarchy, Frank Grillo, Carmen Ejogo, Zach Gilford, Kiele Sanchez,Action, Horror, Sci-Fi,71.96,R ,"1,57,165"
Behind Enemy Lines, Gene Hackman, Owen Wilson, Gabriel Macht, Charles Malik Whitfield,Action, Drama, Thriller,59.07,PG-13 ,"1,09,191"
Colombiana, Zoe Saldana, Michael Vartan, Callum Blue, Jordi Mollà,Action, Drama, Thriller,36.67,PG-13 ,"1,04,357"
Act of Valor, Alex Veadov, Roselyn Sanchez, Nestor Serrano, Rorke Denver,Action, Adventure, Thriller,70.01,R ,"70,477"
Darkman, Liam Neeson, Frances McDormand, Colin Friels, Larry Drake,Action, Sci-Fi, Thriller,33.88,R ,"67,393"
Tango & Cash, Sylvester Stallone, Kurt Russell, Teri Hatcher, Jack Palance,Action, Comedy, Crime,63.41,R ,"1,09,852"
The Taking of Pelham 123, Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj,Action, Crime, Thriller,65.45,R ,"2,02,710"
Daybreakers, Ethan Hawke, Willem Dafoe, Sam Neill, Harriet Minto-Day,Action, Horror, Sci-Fi,30.1,R ,"1,31,881"
Star Trek: Nemesis, Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton,Action, Adventure, Sci-Fi,43.25,PG-13 ,"81,871"
Let's Be Cops, Jake Johnson, Damon Wayans Jr., Rob Riggle, Nina Dobrev,Action, Comedy, Crime,82.39,R ,"1,37,392"
Live by Night, Ben Affleck, Elle Fanning, Brendan Gleeson, Chris Messina,Action, Crime, Drama,10.38,R ,"58,682"
Batman: The Killing Joke, Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise,Animation, Action, Crime,3.78,R ,"59,460"
The Jackal, Bruce Willis, Richard Gere, Sidney Poitier, Diane Venora,Action, Crime, Drama,54.93,R ,"1,20,811"
Kill List, Neil Maskell, MyAnna Buring, Harry Simpson, Michael Smiley,Action, Crime, Horror,0.03,Not Rated ,"42,951"
The Siege, Denzel Washington, Bruce Willis, Annette Bening, Tony Shalhoub,Action, Thriller,Nan,40.98,R ,"75,549"
Lock Up, Sylvester Stallone, Donald Sutherland, John Amos, Sonny Landham,Action, Crime, Drama,22.1,R ,"44,836"
Killer Elite, Jason Statham, Clive Owen, Robert De Niro, Dominic Purcell,Action, Crime, Thriller,25.12,R ,"1,33,162"
Black and Blue, Naomie Harris, Tyrese Gibson, Frank Grillo, Mike Colter,Action, Thriller,Nan,22.06,R ,"25,324"
Star Trek: Insurrection, Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton,Action, Adventure, Sci-Fi,70.12,PG ,"77,555"
Contraband, Mark Wahlberg, Giovanni Ribisi, Kate Beckinsale, Robert Wahlberg,Action, Adventure, Crime,66.53,R ,"1,24,765"
Snitch, Dwayne Johnson, Susan Sarandon, Jon Bernthal, Rafi Gavron,Action, Drama, Thriller,42.93,PG-13 ,"90,554"
Faster, Dwayne Johnson, Billy Bob Thornton, Maggie Grace, Mauricio Lopez,Action, Crime, Drama,23.24,R ,"1,10,043"
Basic, John Travolta, Samuel L. Jackson, Connie Nielsen, Tim Daly,Action, Crime, Drama,26.54,R ,"64,635"
Final Fantasy: The Spirits Within, Alec Baldwin, Steve Buscemi, Ming-Na Wen, Ving Rhames,Animation, Action, Adventure,32.13,PG-13 ,"83,139"
Here Comes the Boom, Kevin James, Salma Hayek, Henry Winkler, Greg Germann,Action, Comedy, Sport,45.29,PG ,"93,593"
Black Death, Eddie Redmayne, Sean Bean, Carice van Houten, Kimberley Nixon,Action, Drama, History,0.02,R ,"49,819"
Last Man Standing, Bruce Willis, Bruce Dern, William Sanderson, Christopher Walken,Action, Crime, Drama,17.6,R ,"59,636"
The Omega Man, Charlton Heston, Anthony Zerbe, Rosalind Cash, Paul Koslo,Action, Drama, Sci-Fi,8.72,PG ,"32,881"
From Paris with Love, John Travolta, Jonathan Rhys Meyers, Kasia Smutniak, Richard Durden,Action, Crime, Thriller,23.98,R ,"1,19,529"
The Prophecy, Christopher Walken, Elias Koteas, Virginia Madsen, Eric Stoltz,Action, Crime, Drama,16.12,R ,"32,228"
How I Live Now, Saoirse Ronan, Tom Holland, George MacKay, Harley Bird,Action, Adventure, Drama,0.06,R ,"31,305"
Dead Man Down, Colin Farrell, Noomi Rapace, Dominic Cooper, Terrence Howard,Action, Crime, Drama,10.88,R ,"69,197"
The Rover, Guy Pearce, Robert Pattinson, Scoot McNairy, David Field,Action, Crime, Drama,1.11,R ,"49,905"
Blood Work, Clint Eastwood, Jeff Daniels, Anjelica Huston, Wanda De Jesus,Action, Crime, Drama,26.2,R ,"46,447"
Chaos, Jason Statham, Ryan Phillippe, Wesley Snipes, Henry Czerny,Action, Crime, Drama,Nan,R ,"56,266"
Son of a Gun, Ewan McGregor, Brenton Thwaites, Alicia Vikander, Brendan Kerkvliet,Action, Crime, Drama,0,R ,"28,902"
Ned Kelly, Heath Ledger, Orlando Bloom, Geoffrey Rush, Naomi Watts,Action, Adventure, Biography,0.07,R ,"27,617"
Night Watch, Konstantin Khabenskiy, Vladimir Menshov, Mariya Poroshina, Valeriy Zolotukhin,Action, Fantasy, Horror,1.49,R ,"54,723"
Resident Evil: Degeneration, Paul Mercier, Alyson Court, Laura Bailey, Roger Craig Smith,Animation, Action, Horror,Nan,R ,"32,241"
Day Watch, Konstantin Khabenskiy, Mariya Poroshina, Vladimir Menshov, Galina Tyunina,Action, Fantasy, Horror,0.45,R ,"34,945"
Redirected, Vinnie Jones, Scot Williams, Gil Darnell, Oliver Jackson,Action, Comedy, Crime,Nan,Not Rated ,"34,337"
Operation Fortune: Ruse de Guerre, Jason Statham, Aubrey Plaza, Cary Elwes, Hugh Grant,Action, Comedy, Thriller,Nan,R ,"61,200"
Black Adam, Dwayne Johnson, Aldis Hodge, Pierce Brosnan, Noah Centineo,Action, Adventure, Fantasy,168.15,PG-13 ,"2,49,917"
Dune, Kyle MacLachlan, Virginia Madsen, Francesca Annis, Leonardo Cimino,Action, Adventure, Sci-Fi,30.93,PG-13 ,"1,66,408"
The King's Man, Ralph Fiennes, Gemma Arterton, Rhys Ifans, Harris Dickinson,Action, Adventure, Thriller,37.18,R ,"1,59,267"
Eternals, Gemma Chan, Richard Madden, Angelina Jolie, Salma Hayek,Action, Adventure, Fantasy,164.87,PG-13 ,"3,61,851"
Knight and Day, Tom Cruise, Cameron Diaz, Peter Sarsgaard, Jordi Mollà,Action, Adventure, Comedy,76.42,PG-13 ,"2,03,296"
Spider-Man 3, Tobey Maguire, Kirsten Dunst, Topher Grace, Thomas Haden Church,Action, Adventure, Sci-Fi,336.53,PG-13 ,"6,11,101"
Uncharted, Tom Holland, Mark Wahlberg, Antonio Banderas, Sophia Ali,Action, Adventure,Nan,148.65,PG-13 ,"2,30,477"
Red Notice, Dwayne Johnson, Ryan Reynolds, Gal Gadot, Ritu Arya,Action, Comedy, Thriller,Nan,PG-13 ,"2,93,371"
Godzilla vs, Alexander Skarsgård, Millie Bobby Brown, Rebecca Hall, Brian Tyree Henry,Action, Sci-Fi, Thriller,100.92,PG-13 ,"2,21,237"
Terminator Genisys, Arnold Schwarzenegger, Jason Clarke, Emilia Clarke, Jai Courtney,Action, Adventure, Sci-Fi,89.76,PG-13 ,"2,85,294"
The Angry Birds Movie, Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph,Animation, Action, Adventure,107.51,PG ,"98,347"
Terminator 3: Rise of the Machines, Arnold Schwarzenegger, Nick Stahl, Kristanna Loken, Claire Danes,Action, Sci-Fi,Nan,150.37,R ,"4,08,835"
Kisi Ka Bhai Kisi Ki Jaan, Salman Khan, Pooja Hegde, Venkatesh Daggubati, Aamir Naik,Action, Comedy, Drama,Nan,Not Rated ,"37,755"
Polar, Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick, Fei Ren,Action, Thriller,Nan,Nan,TV-MA ,"94,605"
Red Dawn, Patrick Swayze, C. Thomas Howell, Lea Thompson, Charlie Sheen,Action, Drama, Thriller,38.38,PG-13 ,"60,357"
Waterworld, Kevin Costner, Jeanne Tripplehorn, Dennis Hopper, Tina Majorino,Action, Adventure, Sci-Fi,88.25,PG-13 ,"2,02,879"
Ghost in the Shell, Scarlett Johansson, Pilou Asbæk, Takeshi Kitano, Juliette Binoche,Action, Crime, Drama,40.56,PG-13 ,"2,21,355"
Ocean's Eight, Sandra Bullock, Cate Blanchett, Anne Hathaway, Mindy Kaling,Action, Comedy, Crime,140.22,PG-13 ,"2,30,336"
Sky High, Kurt Russell, Kelly Preston, Michael Angarano, Danielle Panabaker,Action, Comedy, Family,63.95,PG ,"91,178"
Tomb Raider, Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu,Action, Adventure, Fantasy,58.25,PG-13 ,"2,20,213"
The Shallows, Blake Lively, Óscar Jaenada, Angelo Josue Lozano Corzo, Joseph Salas,Action, Drama, Horror,55.12,PG-13 ,"1,38,346"
White House Down, Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke,Action, Drama, Thriller,73.1,PG-13 ,"2,29,121"
Run Hide Fight, Isabel May, Radha Mitchell, Thomas Jane, Eli Brown,Action, Crime, Drama,Nan,TV-MA ,"25,478"
Miss Congeniality, Sandra Bullock, Michael Caine, Benjamin Bratt, Candice Bergen,Action, Comedy, Crime,106.81,PG-13 ,"2,19,677"
The Last Stand, Arnold Schwarzenegger, Forest Whitaker, Johnny Knoxville, Rodrigo Santoro,Action, Thriller, Western,12.05,R ,"1,42,760"
Jack the Giant Slayer, Nicholas Hoult, Stanley Tucci, Ewan McGregor, Bill Nighy,Action, Adventure, Fantasy,65.19,PG-13 ,"1,43,030"
Central Intelligence, Dwayne Johnson, Kevin Hart, Danielle Nicolet, Amy Ryan,Action, Comedy, Crime,127.44,PG-13 ,"2,01,441"
The Bodyguard, Kevin Costner, Whitney Houston, Gary Kemp, Bill Cobbs,Action, Drama, Music,121.95,R ,"1,41,653"
Once Upon a Time in Mexico, Antonio Banderas, Salma Hayek, Johnny Depp, Willem Dafoe,Action, Crime, Thriller,56.36,R ,"1,66,262"
Transporter 2, Jason Statham, Amber Valletta, Kate Nauta, Alessandro Gassmann,Action, Crime, Thriller,43.1,PG-13 ,"2,09,075"
Predator 2, Danny Glover, Gary Busey, Kevin Peter Hall, Rubén Blades,Action, Horror, Sci-Fi,30.67,R ,"1,75,312"
Maze Runner: The Scorch Trials, Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster, Giancarlo Esposito,Action, Adventure, Sci-Fi,81.7,PG-13 ,"2,62,085"
My Spy, Dave Bautista, Chloe Coleman, Parisa Fitz-Henley, Kristen Schaal,Action, Comedy,Nan,Nan,PG-13 ,"32,651"
A View to a Kill, Roger Moore, Christopher Walken, Tanya Roberts, Grace Jones,Action, Adventure, Thriller,50.33,PG ,"1,01,404"
Bright, Will Smith, Joel Edgerton, Noomi Rapace, Edgar Ramírez,Action, Fantasy, Thriller,Nan,TV-MA ,"1,95,699"
King Arthur, Clive Owen, Stephen Dillane, Keira Knightley, Ioan Gruffudd,Action, Adventure, Drama,51.88,PG-13 ,"1,72,086"
Risen, Joseph Fiennes, Tom Felton, Peter Firth, Cliff Curtis,Action, Drama, History,36.87,PG-13 ,"29,633"
The Collector, Josh Stewart, Andrea Roth, Juan Fernández, William Prael,Action, Horror, Thriller,7.71,R ,"68,804"
Criminal, Kevin Costner, Ryan Reynolds, Gal Gadot, Gary Oldman,Action, Sci-Fi, Thriller,14.27,R ,"68,376"
Scouts Guide to the Zombie Apocalypse, Tye Sheridan, Logan Miller, Joey Morgan, Sarah Dumont,Action, Comedy, Horror,3.64,R ,"52,686"
Sand Castle, Nicholas Hoult, Logan Marshall-Green, Henry Cavill, Glen Powell,Action, Drama, War,Nan,TV-MA ,"25,443"
This Means War, Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger,Action, Comedy, Romance,54.76,PG-13 ,"1,90,761"
Guns Akimbo, Daniel Radcliffe, Samara Weaving, Ned Dennehy, Natasha Liu Bordizzo,Action, Comedy, Crime,Nan,R ,"65,181"
Beowulf, Ray Winstone, Crispin Glover, Angelina Jolie, Robin Wright,Animation, Action, Adventure,82.16,PG-13 ,"1,71,061"
#Alive, Yoo Ah-in, Park Shin-Hye, Jeon Bae-soo, Hyun-Wook Lee,Action, Drama, Horror,Nan,TV-MA ,"43,870"
Every Which Way But Loose, Clint Eastwood, Sondra Locke, Geoffrey Lewis, Beverly D'Angelo,Action, Comedy,Nan,106,PG ,"28,877"
Assault on Precinct 13, Ethan Hawke, Laurence Fishburne, Gabriel Byrne, Maria Bello,Action, Crime, Drama,19.98,R ,"80,603"
Entrapment, Sean Connery, Catherine Zeta-Jones, Ving Rhames, Will Patton,Action, Crime, Romance,87.7,PG-13 ,"1,20,566"
Surrogates, Bruce Willis, Radha Mitchell, Ving Rhames, Rosamund Pike,Action, Sci-Fi, Thriller,38.58,PG-13 ,"1,77,890"
Proof of Life, Meg Ryan, Russell Crowe, David Morse, Pamela Reed,Action, Drama, Thriller,32.6,R ,"58,085"
Death Wish, Bruce Willis, Vincent D'Onofrio, Elisabeth Shue, Camila Morrone,Action, Crime, Drama,34.02,R ,"74,219"
Revolver, Jason Statham, Ray Liotta, André 3000, Vincent Pastore,Action, Crime, Drama,0.08,R ,"99,344"
Paycheck, Ben Affleck, Aaron Eckhart, Uma Thurman, Michael C. Hall,Action, Mystery, Sci-Fi,53.79,PG-13 ,"1,11,072"
The Take, Idris Elba, Richard Madden, Charlotte Le Bon, Kelly Reilly,Action, Crime, Drama,0.04,R ,"47,203"
Unlocked, Noomi Rapace, Orlando Bloom, Toni Collette, John Malkovich,Action, Thriller,Nan,Nan,R ,"37,189"
Repo Men, Jude Law, Forest Whitaker, Alice Braga, Liev Schreiber,Action, Sci-Fi, Thriller,13.79,R ,"1,09,062"
The Black Cauldron, Grant Bardsley, Freddie Jones, Susan Sheridan, Nigel Hawthorne,Animation, Action, Adventure,21.29,PG ,"38,570"
Spectral, James Badge Dale, Emily Mortimer, Bruce Greenwood, Max Martini,Action, Adventure, Sci-Fi,Nan,PG-13 ,"61,973"
The Commuter, Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks,Action, Mystery, Thriller,36.34,PG-13 ,"1,20,041"
The American, George Clooney, Paolo Bonacelli, Violante Placido, Irina Björklund,Action, Crime, Drama,35.61,R ,"1,00,095"
Osmosis Jones, Laurence Fishburne, Chris Rock, David Hyde Pierce, Brandy Norwood,Animation, Action, Adventure,13.6,PG ,"37,496"
Triple 9, Casey Affleck, Chiwetel Ejiofor, Anthony Mackie, Aaron Paul,Action, Crime, Thriller,12.63,R ,"74,595"
Mr, Anna Kendrick, Sam Rockwell, Tim Roth, James Ransone,Action, Comedy, Romance,0.03,R ,"58,282"
Centurion, Michael Fassbender, Dominic West, Olga Kurylenko, Andreas Wisniewski,Action, Drama, History,0.12,R ,"84,583"
Ninja Assassin, Rain, Rick Yune, Naomie Harris, Joon Lee,Action, Thriller,Nan,38.11,R ,"73,982"
Underworld: Awakening, Kate Beckinsale, Michael Ealy, India Eisley, Stephen Rea,Action, Fantasy, Horror,62.32,R ,"1,58,070"
Blue Streak, Martin Lawrence, Luke Wilson, Peter Greene, Dave Chappelle,Action, Comedy, Crime,68.52,PG-13 ,"86,194"
The Dead Pool, Clint Eastwood, Liam Neeson, Patricia Clarkson, Evan C. Kim,Action, Crime, Mystery,37.9,R ,"47,465"
Johnny English Reborn, Rowan Atkinson, Rosamund Pike, Dominic West, Roger Barclay,Action, Adventure, Comedy,8.31,PG ,"1,35,857"
Assassins, Sylvester Stallone, Antonio Banderas, Julianne Moore, Anatoli Davydov,Action, Crime, Thriller,30.31,R ,"86,002"
Free Fire, Sharlto Copley, Brie Larson, Armie Hammer, Cillian Murphy,Action, Comedy, Crime,1.8,R ,"48,391"
Formula 51, Samuel L. Jackson, Robert Carlyle, Emily Mortimer, Nigel Whitmey,Action, Comedy, Crime,5.2,R ,"50,239"
Nick of Time, Johnny Depp, Christopher Walken, Courtney Chase, Charles S. Dutton,Action, Crime, Drama,8.17,R ,"44,079"
7500, Joseph Gordon-Levitt, Omid Memar, Aylin Tezel, Carlo Kitzlinger,Action, Drama, Thriller,Nan,R ,"30,625"
ARQ, Robbie Amell, Rachael Taylor, Shaun Benson, Gray Powell,Action, Sci-Fi, Thriller,Nan,TV-MA ,"40,594"
Escape from the Planet of the Apes, Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy,Action, Sci-Fi,Nan,12.3,G ,"37,120"
Charlie Countryman, Shia LaBeouf, Evan Rachel Wood, Mads Mikkelsen, Til Schweiger,Action, Comedy, Drama,0.01,R ,"29,189"
Toofaan, Farhan Akhtar, Mrunal Thakur, Paresh Rawal, Mohan Agashe,Action, Drama, Sport,Nan,UA ,"51,806"
Indiana Jones and the Kingdom of the Crystal Skull, Harrison Ford, Cate Blanchett, Shia LaBeouf, Karen Allen,Action, Adventure,Nan,317.1,PG-13 ,"4,68,868"
Thor: Love and Thunder, Chris Hemsworth, Natalie Portman, Christian Bale, Tessa Thompson,Action, Adventure, Comedy,343.26,PG-13 ,"3,67,788"
47 Ronin, Keanu Reeves, Hiroyuki Sanada, Ko Shibasaki, Tadanobu Asano,Action, Drama, Fantasy,38.36,PG-13 ,"1,65,905"
Kindergarten Cop, Arnold Schwarzenegger, Penelope Ann Miller, Pamela Reed, Linda Hunt,Action, Comedy, Crime,91.46,PG-13 ,"1,56,768"
Transformers: Dark of the Moon, Shia LaBeouf, Rosie Huntington-Whiteley, Tyrese Gibson, Josh Duhamel,Action, Adventure, Sci-Fi,352.39,PG-13 ,"4,20,666"
Terminator: Dark Fate, Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis, Natalia Reyes,Action, Adventure, Sci-Fi,62.25,R ,"1,85,451"
Pearl Harbor, Ben Affleck, Kate Beckinsale, Josh Hartnett, William Lee Scott,Action, Drama, History,198.54,PG-13 ,"3,41,952"
Deep Impact, Robert Duvall, Téa Leoni, Elijah Wood, Morgan Freeman,Action, Drama, Sci-Fi,140.46,PG-13 ,"1,83,768"
Mad Max Beyond Thunderdome, Mel Gibson, Tina Turner, Bruce Spence, Adam Cockburn,Action, Adventure, Sci-Fi,36.2,PG-13 ,"1,42,140"
The Legend of Tarzan, Alexander Skarsgård, Rory J Saper, Christian Stevens, Christoph Waltz,Action, Adventure, Drama,126.64,PG-13 ,"1,81,785"
The Karate Kid, Jackie Chan, Jaden Smith, Taraji P. Henson, Wenwen Han,Action, Drama, Family,176.59,PG ,"1,94,442"
The Cannonball Run, Burt Reynolds, Roger Moore, Farrah Fawcett, Dom DeLuise,Action, Comedy, Sport,72.18,PG ,"38,296"
Dick Tracy, Warren Beatty, Madonna, Al Pacino, Charlie Korsmo,Action, Comedy, Crime,103.74,PG ,"63,949"
Austin Powers in Goldmember, Mike Myers, Beyoncé, Seth Green, Michael York,Action, Adventure, Comedy,213.31,PG-13 ,"2,16,557"
Alien: Resurrection, Sigourney Weaver, Winona Ryder, Dominique Pinon, Ron Perlman,Action, Horror, Sci-Fi,47.75,R ,"2,54,941"
Kate, Mary Elizabeth Winstead, Woody Harrelson, Miku Patricia Martineau, Tadanobu Asano,Action, Adventure, Crime,Nan,R ,"66,364"
Knowing, Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson,Action, Mystery, Sci-Fi,79.96,PG-13 ,"2,41,018"
Eraser, Arnold Schwarzenegger, Vanessa Williams, James Caan, James Coburn,Action, Crime, Thriller,101.3,R ,"1,15,330"
Men in Black II, Tommy Lee Jones, Will Smith, Rip Torn, Lara Flynn Boyle,Action, Adventure, Comedy,190.42,PG-13 ,"3,88,315"
Reign of Fire, Matthew McConaughey, Christian Bale, Izabella Scorupco, Gerard Butler,Action, Adventure, Fantasy,43.06,PG-13 ,"1,41,201"
300: Rise of an Empire, Sullivan Stapleton, Eva Green, Lena Headey, Hans Matheson,Action, Drama,Nan,106.58,R ,"3,08,587"
Hitman, Timothy Olyphant, Dougray Scott, Olga Kurylenko, Robert Knepper,Action, Crime, Thriller,39.69,R ,"1,74,244"
Spenser Confidential, Mark Wahlberg, Winston Duke, Alan Arkin, Iliza Shlesinger,Action, Comedy, Crime,Nan,R ,"93,122"
Transcendence, Johnny Depp, Rebecca Hall, Morgan Freeman, Cillian Murphy,Action, Drama, Sci-Fi,23.02,PG-13 ,"2,33,887"
Maze Runner: The Death Cure, Dylan O'Brien, Ki Hong Lee, Kaya Scodelario, Thomas Brodie-Sangster,Action, Adventure, Sci-Fi,58.03,PG-13 ,"1,50,624"
American Assassin, Dylan O'Brien, Michael Keaton, Sanaa Lathan, Taylor Kitsch,Action, Thriller,Nan,36.25,R ,"86,001"
