MovieName,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,GrossCollection,Certification,votes
Goldfinger, Sean Connery, Gert Fröbe, Honor Blackman, Shirley Eaton,Action, Adventure, Thriller,51.08,PG ,"1,96,227"
The Bourne Supremacy, Matt Damon, Franka Potente, Joan Allen, Brian Cox,Action, Mystery, Thriller,176.24,PG-13 ,"4,74,626"
Bonnie and Clyde, Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman,Action, Biography, Crime,Nan,R ,"1,16,900"
Kubo and the Two Strings, Charlize Theron, Art Parkinson, Matthew McConaughey, Ralph Fiennes,Animation, Action, Adventure,48.02,PG ,"1,34,153"
Run Lola Run, Franka Potente, Moritz Bleibtreu, Herbert Knaup, Nina Petri,Action, Crime, Thriller,7.27,R ,"2,02,700"
The Man from Nowhere, Won Bin, Kim Sae-ron, Kim Tae-hoon, Kim Hee-won,Action, Crime, Drama,0.01,R ,"72,216"
Dragon Ball Super: Broly, Masako Nozawa, Aya Hisakawa, Ryô Horikawa, Toshio Furukawa,Animation, Action, Adventure,30.71,PG ,"29,651"
Hard Boiled, Chow Yun-Fat, Tony Leung Chiu-wai, Teresa Mo, Philip Chan,Action, Crime, Thriller,Nan,R ,"52,290"
Joint Security Area, Lee Yeong-ae, Lee Byung-hun, Song Kang-ho, Kim Tae-woo,Action, Drama, Thriller,Nan,Not Rated ,"32,377"
Scarface, Paul Muni, Ann Dvorak, Karen Morley, Osgood Perkins,Action, Crime, Drama,Nan,PG ,"29,184"
Key Largo, Humphrey Bogart, Edward G. Robinson, Lauren Bacall, Lionel Barrymore,Action, Crime, Drama,Nan,Not Rated ,"42,676"
Udta Punjab, Shahid Kapoor, Alia Bhatt, Kareena Kapoor, Diljit Dosanjh,Action, Crime, Drama,Nan,Not Rated ,"31,495"
Eega, Sudeep, Nani, Samantha Ruth Prabhu, Hamsa Nandini,Action, Comedy, Drama,Nan,Not Rated ,"26,034"
Raazi, Alia Bhatt, Vicky Kaushal, Rajit Kapoor, Shishir Sharma,Action, Drama, Thriller,Nan,Not Rated ,"32,429"
Avatar: The Way of Water, Sam Worthington, Zoe Saldana, Sigourney Weaver, Stephen Lang,Action, Adventure, Fantasy,659.68,PG-13 ,"4,20,264"
Guardians of the Galaxy Vol, Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel,Action, Adventure, Comedy,389.81,PG-13 ,"7,20,726"
The Fifth Element, Bruce Willis, Milla Jovovich, Gary Oldman, Ian Holm,Action, Adventure, Sci-Fi,63.54,PG-13 ,"4,87,606"
Kick-Ass, Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz, Garrett M. Brown,Action, Comedy, Crime,48.07,R ,"5,76,664"
Creed, Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad,Action, Drama, Sport,109.77,PG-13 ,"2,98,946"
Deadpool 2, Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison,Action, Adventure, Comedy,324.59,R ,"6,08,625"
Baby Driver, Ansel Elgort, Jon Bernthal, Jon Hamm, Eiza González,Action, Crime, Drama,107.83,R ,"5,70,225"
Sicario, Emily Blunt, Josh Brolin, Benicio Del Toro, Jon Bernthal,Action, Crime, Drama,46.89,R ,"4,48,033"
300, Gerard Butler, Lena Headey, David Wenham, Dominic West,Action, Drama,Nan,210.61,R ,"8,38,859"
Watchmen, Jackie Earle Haley, Patrick Wilson, Carla Gugino, Malin Akerman,Action, Drama, Mystery,107.51,R ,"5,64,281"
RoboCop, Peter Weller, Nancy Allen, Dan O'Herlihy, Ronny Cox,Action, Crime, Sci-Fi,53.42,R ,"2,68,683"
Fury, Brad Pitt, Shia LaBeouf, Logan Lerman, Michael Peña,Action, Drama, War,85.82,R ,"5,14,862"
Incredibles 2, Craig T. Nelson, Holly Hunter, Sarah Vowell, Huck Milner,Animation, Action, Adventure,608.58,PG ,"3,11,887"
Harry Potter and the Half-Blood Prince, Daniel Radcliffe, Emma Watson, Rupert Grint, Michael Gambon,Action, Adventure, Family,301.96,PG ,"5,66,562"
Train to Busan, Gong Yoo, Jung Yu-mi, Ma Dong-seok, Su-an Kim,Action, Horror, Thriller,2.13,Not Rated ,"2,36,276"
Kung Fu Panda, Jack Black, Ian McShane, Angelina Jolie, Dustin Hoffman,Animation, Action, Adventure,215.43,PG ,"4,91,287"
Star Wars: Episode III - Revenge of the Sith, Hayden Christensen, Natalie Portman, Ewan McGregor, Samuel L. Jackson,Action, Adventure, Fantasy,380.26,PG-13 ,"8,14,651"
Minority Report, Tom Cruise, Colin Farrell, Samantha Morton, Max von Sydow,Action, Crime, Mystery,132.07,PG-13 ,"5,66,740"
Zombieland, Jesse Eisenberg, Emma Stone, Woody Harrelson, Abigail Breslin,Action, Comedy, Horror,75.59,R ,"5,97,351"
Falling Down, Michael Douglas, Robert Duvall, Barbara Hershey, Rachel Ticotin,Action, Crime, Drama,40.9,R ,"1,97,704"
Sherlock Holmes, Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong,Action, Adventure, Mystery,209.03,PG-13 ,"6,49,846"
The Road Warrior, Mel Gibson, Bruce Spence, Michael Preston, Max Phipps,Action, Adventure, Sci-Fi,12.47,R ,"1,86,745"
The Raid: Redemption, Iko Uwais, Ananda George, Ray Sahetapy, Donny Alamsyah,Action, Crime, Thriller,4.11,R ,"2,10,849"
Rise of the Planet of the Apes, James Franco, Andy Serkis, Freida Pinto, Karin Konoval,Action, Drama, Sci-Fi,176.76,PG-13 ,"5,41,750"
Only the Brave, Josh Brolin, Miles Teller, Jeff Bridges, Jennifer Connelly,Action, Biography, Drama,18.34,PG-13 ,"73,457"
Lethal Weapon, Mel Gibson, Danny Glover, Gary Busey, Mitchell Ryan,Action, Crime, Thriller,65.21,R ,"2,67,150"
Enter the Dragon, Bruce Lee, John Saxon, Jim Kelly, Ahna Capri,Action, Crime, Thriller,25,R ,"1,08,213"
Dawn of the Planet of the Apes, Gary Oldman, Keri Russell, Andy Serkis, Kodi Smit-McPhee,Action, Adventure, Drama,208.55,PG-13 ,"4,52,964"
End of Watch, Jake Gyllenhaal, Michael Peña, Anna Kendrick, America Ferrera,Action, Adventure, Crime,41,R ,"2,57,531"
Die Hard with a Vengeance, Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene,Action, Adventure, Thriller,100.01,R ,"3,96,808"
Battle Royale, Tatsuya Fujiwara, Aki Maeda, Tarô Yamamoto, Chiaki Kuriyama,Action, Adventure, Drama,Nan,Not Rated ,"1,88,783"
Escape from Alcatraz, Clint Eastwood, Patrick McGoohan, Roberts Blossom, Jack Thibeau,Action, Biography, Crime,43,PG ,"1,42,159"
Where Eagles Dare, Richard Burton, Clint Eastwood, Mary Ure, Patrick Wymark,Action, Adventure, War,Nan,M ,"60,702"
Star Trek: First Contact, Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton,Action, Adventure, Drama,92,PG-13 ,"1,29,096"
Hotel Mumbai, Dev Patel, Armie Hammer, Nazanin Boniadi, Anupam Kher,Action, Drama, History,9.65,R ,"67,237"
Ponniyin Selvan: Part I, Vikram, Aishwarya Rai Bachchan, Jayam Ravi, Karthi,Action, Adventure, Drama,Nan,Not Rated ,"34,286"
United 93, David Alan Basche, Olivia Thirlby, Liza Colón-Zayas, J.J. Johnson,Action, Drama, History,31.57,R ,"1,08,582"
The Taking of Pelham One Two Three, Walter Matthau, Robert Shaw, Martin Balsam, Hector Elizondo,Action, Crime, Thriller,2.49,R ,"33,074"
Vampire Hunter D: Bloodlust, Andrew Philpot, John Rafter Lee, Pamela Adlon, Wendee Lee,Animation, Action, Drama,0.15,R ,"33,606"
Pushpa: The Rise - Part 1, Allu Arjun, Fahadh Faasil, Rashmika Mandanna, Jagadeesh Prathap Bandari,Action, Crime, Drama,Nan,UA ,"81,012"
Fearless, Jet Li, Li Sun, Yong Dong, Yun Qu,Action, Biography, Drama,24.63,PG-13 ,"77,513"
Ludo, Pankaj Tripathi, Abhishek Bachchan, Rajkummar Rao, Fatima Sana Shaikh,Action, Comedy, Crime,Nan,TV-MA ,"41,473"
Cell 211, Luis Tosar, Alberto Ammann, Antonio Resines, Manuel Morón,Action, Crime, Drama,Nan,A ,"69,315"
Evangelion: 1, Megumi Ogata, Megumi Hayashibara, Kotono Mitsuishi, Yuriko Yamaguchi,Animation, Action, Drama,0.11,PG-13 ,"25,890"
Lupin III: The Castle of Cagliostro, Yasuo Yamada, Eiko Masuyama, Kiyoshi Kobayashi, Makio Inoue,Animation, Action, Adventure,Nan,U ,"31,894"
The Boy and the Beast, Kôji Yakusho, Aoi Miyazaki, Shôta Sometani, Suzu Hirose,Animation, Action, Adventure,0.45,PG-13 ,"25,508"
Mortal World, Ahmet Mümtaz Taylan, Alper Kul, Sarp Apak, Irem Sak,Action, Comedy, Crime,Nan,Nan,"28,305"
The Covenant, Jake Gyllenhaal, Dar Salim, Sean Sagar, Jason Wong,Action, Thriller, War,Nan,R ,"67,951"
Indiana Jones and the Temple of Doom, Harrison Ford, Kate Capshaw, Ke Huy Quan, Amrish Puri,Action, Adventure,Nan,179.87,PG ,"5,08,894"
Batman, Michael Keaton, Jack Nicholson, Kim Basinger, Robert Wuhl,Action, Adventure,Nan,251.19,PG-13 ,"3,90,000"
Scott Pilgrim vs, Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Anna Kendrick,Action, Comedy, Fantasy,31.49,PG-13 ,"4,43,334"
Harry Potter and the Order of the Phoenix, Daniel Radcliffe, Emma Watson, Rupert Grint, Brendan Gleeson,Action, Adventure, Family,292,PG-13 ,"6,03,584"
The Hunger Games: Catching Fire, Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman,Action, Adventure, Sci-Fi,424.67,PG-13 ,"6,85,806"
Total Recall, Arnold Schwarzenegger, Sharon Stone, Michael Ironside, Rachel Ticotin,Action, Adventure, Sci-Fi,119.39,R ,"3,42,009"
The Warriors, Michael Beck, James Remar, Dorsey Wright, Brian Tyler,Action, Crime, Thriller,22.49,R ,"1,06,435"
Lone Survivor, Mark Wahlberg, Taylor Kitsch, Emile Hirsch, Ben Foster,Action, Biography, Drama,125.1,R ,"2,96,486"
The Hunt for Red October, Sean Connery, Alec Baldwin, Scott Glenn, Sam Neill,Action, Adventure, Thriller,122.01,PG ,"2,07,268"
Source Code, Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga, Jeffrey Wright,Action, Drama, Mystery,54.71,PG-13 ,"5,32,297"
Doctor Strange, Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams, Benedict Wong,Action, Adventure, Fantasy,232.64,PG-13 ,"7,69,259"
Master and Commander: The Far Side of the World, Russell Crowe, Paul Bettany, Billy Boyd, James D'Arcy,Action, Adventure, Drama,93.93,PG-13 ,"2,29,412"
The Crow, Brandon Lee, Michael Wincott, Rochelle Davis, Ernie Hudson,Action, Crime, Drama,50.69,R ,"1,90,912"
Collateral, Tom Cruise, Jamie Foxx, Jada Pinkett Smith, Mark Ruffalo,Action, Crime, Drama,101.01,R ,"4,17,252"
Midnight Run, Robert De Niro, Charles Grodin, Yaphet Kotto, John Ashton,Action, Comedy, Crime,38.41,R ,"89,801"
Upgrade, Logan Marshall-Green, Melanie Vallejo, Steve Danielsen, Abby Craden,Action, Sci-Fi, Thriller,11.98,R ,"1,93,859"
Munich, Eric Bana, Daniel Craig, Marie-Josée Croze, Ciarán Hinds,Action, Drama, History,47.4,R ,"2,32,593"
It's a Mad Mad Mad Mad World, Spencer Tracy, Milton Berle, Ethel Merman, Mickey Rooney,Action, Adventure, Comedy,46.3,G ,"44,013"
Enemy at the Gates, Jude Law, Ed Harris, Joseph Fiennes, Rachel Weisz,Action, Drama, War,51.4,R ,"2,69,619"
Grindhouse, Kurt Russell, Rose McGowan, Danny Trejo, Zoë Bell,Action, Horror, Thriller,25.04,R ,"1,87,746"
Riders of Justice, Mads Mikkelsen, Nikolaj Lie Kaas, Andrea Heick Gadeberg, Lars Brygmann,Action, Comedy, Drama,Nan,Not Rated ,"55,687"
Tanhaji: The Unsung Warrior, Ajay Devgn, Saif Ali Khan, Sharad Kelkar, Kajol,Action, Biography, Drama,Nan,Not Rated ,"34,641"
The Guns of Navarone, David Niven, Gregory Peck, Anthony Quinn, Anthony Quayle,Action, Adventure, Drama,28.9,Not Rated ,"53,331"
Tora! Tora! Tora!, Martin Balsam, Sô Yamamura, Jason Robards, Joseph Cotten,Action, Drama, History,29.55,G ,"35,861"
Headhunters, Aksel Hennie, Synnøve Macody Lund, Nikolaj Coster-Waldau, Julie R. Ølgaard,Action, Crime, Thriller,1.2,R ,"1,04,524"
Police Story, Jackie Chan, Maggie Cheung, Brigitte Lin, Yuen Chor,Action, Comedy, Crime,0.11,PG-13 ,"39,317"
13 Assassins, Kôji Yakusho, Takayuki Yamada, Yûsuke Iseya, Ikki Sawamura,Action, Adventure, Drama,0.8,R ,"67,095"
Ip Man 2, Donnie Yen, Xiaoming Huang, Sammo Kam-Bo Hung, Lynn Xiong,Action, Biography, Drama,0.21,R ,"1,08,381"
House of Flying Daggers, Ziyi Zhang, Takeshi Kaneshiro, Andy Lau, Dandan Song,Action, Adventure, Drama,11.05,PG-13 ,"1,14,445"
New World, Lee Jung-jae, Choi Min-sik, Hwang Jung-min, Park Sung-woong,Action, Crime, Drama,0.46,Not Rated ,"25,130"
The Legend of Drunken Master, Jackie Chan, Ho-Sung Pak, Lung Ti, Anita Mui,Action, Comedy,Nan,11.55,R ,"47,596"
A Bittersweet Life, Lee Byung-hun, Shin Min-a, Yeong-cheol Kim, Hwang Jung-min,Action, Crime, Drama,Nan,Not Rated ,"41,609"
The Blind Swordsman: Zatoichi, Takeshi Kitano, Tadanobu Asano, Yui Natsukawa, Michiyo Yasuda,Action, Comedy, Crime,0.85,R ,"50,609"
Delhi Belly, Imran Khan, Vir Das, Kunaal Roy Kapur, Shenaz Treasury,Action, Comedy, Crime,1.53,Not Rated ,"31,044"
Mesrine: Killer Instinct, Vincent Cassel, Cécile de France, Gérard Depardieu, Gilles Lellouche,Action, Biography, Crime,0.55,R ,"34,616"
Jodhaa Akbar, Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha,Action, Drama, History,3.44,Not Rated ,"33,697"
Mersal, Joseph Vijay, Nithya Menen, S.J. Suryah, Samantha Ruth Prabhu,Action, Thriller,Nan,Nan,Not Rated ,"36,311"
To Strike, Shaan Shahid, Hamza Ali Abbasi, Shamoon Abbasi, Ayesha Khan,Action, Crime, Drama,Nan,Nan,"29,933"
John Wick, Keanu Reeves, Michael Nyqvist, Alfie Allen, Willem Dafoe,Action, Crime, Thriller,43.04,R ,"7,01,551"
Spider-Man, Tobey Maguire, Kirsten Dunst, Willem Dafoe, James Franco,Action, Adventure, Sci-Fi,403.71,PG-13 ,"8,42,916"
Spider-Man: Homecoming, Tom Holland, Michael Keaton, Robert Downey Jr., Marisa Tomei,Action, Adventure, Sci-Fi,334.2,PG-13 ,"6,84,457"
John Wick: Chapter 3 - Parabellum, Keanu Reeves, Halle Berry, Ian McShane, Laurence Fishburne,Action, Crime, Thriller,171.02,R ,"3,96,007"
Ready Player One, Tye Sheridan, Olivia Cooke, Ben Mendelsohn, Lena Waithe,Action, Adventure, Sci-Fi,137.69,PG-13 ,"4,56,784"
John Wick: Chapter 2, Keanu Reeves, Riccardo Scamarcio, Ian McShane, Ruby Rose,Action, Crime, Thriller,92.03,R ,"4,82,084"
Shang-Chi and the Legend of the Ten Rings, Simu Liu, Awkwafina, Tony Leung Chiu-wai, Ben Kingsley,Action, Adventure, Fantasy,224.54,PG-13 ,"4,06,063"
Nobody, Bob Odenkirk, Aleksey Serebryakov, Connie Nielsen, Christopher Lloyd,Action, Crime, Drama,27.27,R ,"2,90,067"
Mission: Impossible - Rogue Nation, Tom Cruise, Rebecca Ferguson, Jeremy Renner, Simon Pegg,Action, Adventure, Thriller,195.04,PG-13 ,"3,85,872"
Wonder Woman, Gal Gadot, Chris Pine, Robin Wright, Lucy Davis,Action, Adventure, Fantasy,412.56,PG-13 ,"6,76,999"
Superman, Christopher Reeve, Margot Kidder, Gene Hackman, Marlon Brando,Action, Adventure, Sci-Fi,134.22,PG ,"1,81,445"
Mission: Impossible - Ghost Protocol, Tom Cruise, Jeremy Renner, Simon Pegg, Paula Patton,Action, Adventure, Thriller,209.4,PG-13 ,"5,03,452"
Spider-Man: Far from Home, Tom Holland, Samuel L. Jackson, Jake Gyllenhaal, Marisa Tomei,Action, Adventure, Comedy,390.53,PG-13 ,"5,20,355"
Spider-Man 2, Tobey Maguire, Kirsten Dunst, Alfred Molina, James Franco,Action, Adventure, Sci-Fi,373.59,PG-13 ,"6,76,371"
The Last Duel, Matt Damon, Adam Driver, Jodie Comer, Harriet Walter,Action, Drama, History,10.85,R ,"1,66,775"
Predestination, Ethan Hawke, Sarah Snook, Noah Taylor, Madeleine West,Action, Drama, Sci-Fi,0.07,R ,"2,92,110"
The Rock, Sean Connery, Nicolas Cage, Ed Harris, John Spencer,Action, Adventure, Thriller,134.07,R ,"3,47,954"
A History of Violence, Viggo Mortensen, Maria Bello, Ed Harris, William Hurt,Action, Crime, Drama,31.49,R ,"2,45,493"
Law Abiding Citizen, Gerard Butler, Jamie Foxx, Leslie Bibb, Colm Meaney,Action, Crime, Drama,73.34,R ,"3,07,657"
Open Range, Kevin Costner, Robert Duvall, Diego Luna, Abraham Benrubi,Action, Drama, Romance,58.33,R ,"75,772"
X2: X-Men United, Patrick Stewart, Hugh Jackman, Halle Berry, Ian McKellen,Action, Sci-Fi, Thriller,214.95,PG-13 ,"5,62,261"
Looper, Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano,Action, Drama, Sci-Fi,66.49,R ,"5,88,247"
How to Train Your Dragon: The Hidden World, Jay Baruchel, America Ferrera, F. Murray Abraham, Cate Blanchett,Animation, Action, Adventure,160.8,PG ,"1,39,359"
War for the Planet of the Apes, Andy Serkis, Woody Harrelson, Steve Zahn, Karin Konoval,Action, Adventure, Drama,146.88,PG-13 ,"2,67,901"
Bullitt, Steve McQueen, Jacqueline Bisset, Robert Vaughn, Don Gordon,Action, Crime, Thriller,42.3,M/PG ,"72,498"
Sherlock Holmes: A Game of Shadows, Robert Downey Jr., Jude Law, Jared Harris, Rachel McAdams,Action, Adventure, Mystery,186.85,PG-13 ,"4,67,086"
Thief, James Caan, Tuesday Weld, Willie Nelson, Jim Belushi,Action, Crime, Drama,11.49,R ,"35,176"
Black Dynamite, Michael Jai White, Arsenio Hall, Tommy Davidson, Phyllis Applegate,Action, Comedy,Nan,0.23,R ,"50,399"
Rurouni Kenshin Part I: Origins, Takeru Satoh, Emi Takei, Yû Aoi, Munetaka Aoki,Action, Adventure, Drama,Nan,TV-MA ,"27,773"
Drunken Master, Jackie Chan, Siu-Tin Yuen, Jeong-lee Hwang, Dean Shek,Action, Comedy,Nan,Nan,PG-13 ,"42,110"
Summer Wars, Ryunosuke Kamiki, Nanami Sakuraba, Mitsuki Tanimura, Takahiro Yokokawa,Animation, Action, Adventure,0.08,PG ,"30,772"
Mesrine: Public Enemy No, Vincent Cassel, Ludivine Sagnier, Mathieu Amalric, Samuel Le Bihan,Action, Biography, Crime,0.28,R ,"30,615"
Dungeons & Dragons: Honor Among Thieves, Chris Pine, Michelle Rodriguez, Regé-Jean Page, Justice Smith,Action, Adventure, Comedy,Nan,PG-13 ,"1,39,882"
Bullet Train, Brad Pitt, Joey King, Aaron Taylor-Johnson, Brian Tyree Henry,Action, Comedy, Thriller,103.37,R ,"3,66,773"
True Lies, Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton,Action, Comedy, Thriller,146.28,R ,"2,70,641"
Tenet, John David Washington, Robert Pattinson, Elizabeth Debicki, Juhan Ulfsak,Action, Sci-Fi, Thriller,58.46,PG-13 ,"5,34,378"
No Time to Die, Daniel Craig, Ana de Armas, Rami Malek, Léa Seydoux,Action, Adventure, Thriller,160.87,PG-13 ,"4,21,607"
Starship Troopers, Casper Van Dien, Denise Richards, Dina Meyer, Jake Busey,Action, Adventure, Sci-Fi,54.81,R ,"3,06,402"
The Nice Guys, Russell Crowe, Ryan Gosling, Angourie Rice, Matt Bomer,Action, Comedy, Crime,36.26,R ,"3,44,697"
Fast Five, Vin Diesel, Paul Walker, Dwayne Johnson, Jordana Brewster,Action, Crime, Thriller,209.84,PG-13 ,"3,94,691"
Black Panther, Chadwick Boseman, Michael B. Jordan, Lupita Nyong'o, Danai Gurira,Action, Adventure, Sci-Fi,700.06,PG-13 ,"8,05,259"
X-Men, Patrick Stewart, Hugh Jackman, Ian McKellen, Famke Janssen,Action, Adventure, Sci-Fi,157.3,PG-13 ,"6,29,046"
Avengers: Age of Ultron, Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth,Action, Adventure, Sci-Fi,459.01,PG-13 ,"8,88,884"
The Karate Kid, Ralph Macchio, Pat Morita, Elisabeth Shue, Martin Kove,Action, Drama, Family,90.82,PG ,"2,34,064"
Alita: Battle Angel, Rosa Salazar, Christoph Waltz, Jennifer Connelly, Mahershala Ali,Action, Adventure, Sci-Fi,85.71,PG-13 ,"2,80,247"
American Sniper, Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis,Action, Biography, Drama,350.13,R ,"5,05,361"
Men in Black, Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio,Action, Adventure, Comedy,250.69,PG-13 ,"5,86,901"
Ant-Man, Paul Rudd, Michael Douglas, Corey Stoll, Evangeline Lilly,Action, Comedy, Sci-Fi,180.2,PG-13 ,"6,95,998"
Speed, Keanu Reeves, Dennis Hopper, Sandra Bullock, Joe Morton,Action, Adventure, Thriller,121.25,R ,"3,78,006"
Face/Off, John Travolta, Nicolas Cage, Joan Allen, Alessandro Nivola,Action, Crime, Sci-Fi,112.23,R ,"3,88,662"
The Accountant, Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal,Action, Thriller,Nan,86.26,R ,"3,06,709"
Dawn of the Dead, Sarah Polley, Ving Rhames, Mekhi Phifer, Jake Weber,Action, Horror,Nan,59.02,R ,"2,63,443"
Pirates of the Caribbean: Dead Man's Chest, Johnny Depp, Orlando Bloom, Keira Knightley, Jack Davenport,Action, Adventure, Fantasy,423.32,PG-13 ,"7,39,175"
Star Trek IV: The Voyage Home, William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan,Action, Adventure, Comedy,109.71,PG ,"88,693"
13 Hours, John Krasinski, Pablo Schreiber, James Badge Dale, David Denman,Action, Drama, History,52.85,R ,"1,51,274"
El Camino: A Breaking Bad Movie, Aaron Paul, Jonathan Banks, Matt Jones, Charles Baker,Action, Crime, Drama,Nan,TV-MA ,"2,69,497"
The Lego Batman Movie, Will Arnett, Michael Cera, Rosario Dawson, Ralph Fiennes,Animation, Action, Adventure,175.75,PG ,"1,62,011"
Raya and the Last Dragon, Kelly Marie Tran, Awkwafina, Gemma Chan, Izaac Wang,Animation, Action, Adventure,54.72,PG ,"1,60,658"
Layer Cake, Daniel Craig, Sienna Miller, Michael Gambon, Tom Hardy,Action, Crime, Drama,2.34,R ,"1,88,543"
Beverly Hills Cop, Eddie Murphy, Judge Reinhold, John Ashton, Lisa Eilbacher,Action, Comedy, Crime,234.76,R ,"1,92,419"
Megamind, Will Ferrell, Jonah Hill, Brad Pitt, Tina Fey,Animation, Action, Comedy,148.42,PG ,"2,78,105"
Equilibrium, Christian Bale, Sean Bean, Emily Watson, Taye Diggs,Action, Drama, Sci-Fi,1.2,R ,"3,39,127"
Southpaw, Jake Gyllenhaal, Rachel McAdams, Oona Laurence, Forest Whitaker,Action, Crime, Drama,52.42,R ,"2,47,957"
Crimson Tide, Gene Hackman, Denzel Washington, Matt Craven, George Dzundza,Action, Drama, Thriller,91.4,R ,"1,18,087"
Get Carter, Michael Caine, Ian Hendry, Britt Ekland, John Osborne,Action, Crime, Thriller,0.39,R ,"35,374"
Grosse Pointe Blank, John Cusack, Minnie Driver, Dan Aykroyd, Joan Cusack,Action, Comedy, Crime,28.01,R ,"97,111"
Okja, Tilda Swinton, Paul Dano, Seo-hyun Ahn, Jake Gyllenhaal,Action, Adventure, Drama,Nan,TV-MA ,"1,27,120"
Eye in the Sky, Helen Mirren, Aaron Paul, Alan Rickman, Barkhad Abdi,Action, Drama, Thriller,18.7,R ,"88,885"
The Adventures of Tintin, Jamie Bell, Andy Serkis, Daniel Craig, Simon Pegg,Animation, Action, Adventure,77.59,PG ,"2,37,187"
Patriots Day, Mark Wahlberg, Michelle Monaghan, J.K. Simmons, John Goodman,Action, Crime, Drama,31.89,R ,"1,08,166"
The Negotiator, Samuel L. Jackson, Kevin Spacey, David Morse, Ron Rifkin,Action, Crime, Drama,44.48,R ,"1,48,799"
Enemy of the State, Will Smith, Gene Hackman, Jon Voight, Lisa Bonet,Action, Thriller,Nan,111.55,R ,"2,51,470"
From Russia with Love, Sean Connery, Robert Shaw, Lotte Lenya, Daniela Bianchi,Action, Adventure, Thriller,24.8,PG ,"1,39,897"
The Next Three Days, Russell Crowe, Elizabeth Banks, Liam Neeson, Michael Buie,Action, Crime, Drama,21.15,PG-13 ,"2,01,120"
To Live and Die in L, William Petersen, Willem Dafoe, Jane Leeves, Cherise Bates,Action, Crime, Drama,17.31,R ,"35,869"
Shaolin Soccer, Stephen Chow, Wei Zhao, Yat-Fei Wong, Man-Tat Ng,Action, Comedy, Fantasy,0.49,PG ,"84,436"
Nikita, Anne Parillaud, Marc Duret, Patrick Fontana, Alain Lathière,Action, Crime, Drama,5.02,R ,"74,278"
Invictus, Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng,Action, Adventure, Biography,37.49,PG-13 ,"1,63,824"
The Getaway, Steve McQueen, Ali MacGraw, Ben Johnson, Sally Struthers,Action, Crime, Thriller,36.73,PG ,"34,115"
Jason and the Argonauts, Todd Armstrong, Nancy Kovack, Gary Raymond, Laurence Naismith,Action, Adventure, Family,4.58,G ,"29,602"
Running Scared, Paul Walker, Cameron Bright, Chazz Palminteri, Vera Farmiga,Action, Crime, Drama,6.86,R ,"1,01,678"
Mission Majnu, Sidharth Malhotra, Rashmika Mandanna, Parmeet Sethi, Zakir Hussain,Action, Drama, History,Nan,TV-MA ,"41,955"
